TestCase	Operationalization	ModelSize	TGG	ExecutionTime	InitTime	ExecutionRank	InitRank
0311-2111	MODELGEN	8000	FamiliesToPersons_V1	3.745674901E9	1.543803487E9	5	5
0303-0631	MODELGEN	8000	FamiliesToPersons_V1	3.775493448E9	1.564662228E9	6	6
0311-0003	MODELGEN	8000	FamiliesToPersons_V1	3.625301697E9	1.570365594E9	1	7
0306-0227	MODELGEN	8000	FamiliesToPersons_V1	3.801674959E9	1.575191024E9	8	8
0311-0003	INCREMENTAL_FWD	2000	VHDLTGGCodeAdapter	1.5E11	1.4383331395E10	8	1
0311-0428	INCREMENTAL_FWD	2000	VHDLTGGCodeAdapter	1.5E11	1.4533398277E10	8	2
0303-0631	INCREMENTAL_FWD	2000	VHDLTGGCodeAdapter	5.939836062E9	1.4698083854E10	2	3
0306-0227	INCREMENTAL_FWD	2000	VHDLTGGCodeAdapter	1.5E11	1.4807247469E10	8	4
0310-0436	INCREMENTAL_FWD	2000	VHDLTGGCodeAdapter	1.5E11	1.4984990874E10	8	5
0309-1931	INCREMENTAL_FWD	2000	VHDLTGGCodeAdapter	1.5E11	1.5010887155E10	8	6
0311-2111	INCREMENTAL_FWD	2000	VHDLTGGCodeAdapter	5.110364E7	1.5223193714E10	1	7
0308-0220	INCREMENTAL_FWD	2000	VHDLTGGCodeAdapter	1.5E11	1.55067639E10	8	8
0306-0227	INCREMENTAL_BWD	1000	VHDLTGGCodeAdapter	1.14679676E8	1.451036544E10	6	1
0309-1931	INCREMENTAL_BWD	1000	VHDLTGGCodeAdapter	8.7418814E7	1.4736699275E10	3	2
0303-0631	INCREMENTAL_BWD	1000	VHDLTGGCodeAdapter	1.15218496E8	1.5041842781E10	7	3
0311-0003	INCREMENTAL_BWD	1000	VHDLTGGCodeAdapter	1.01707374E8	1.5278992355E10	5	4
0310-0436	INCREMENTAL_BWD	1000	VHDLTGGCodeAdapter	8.918238E7	1.5417975371E10	4	5
0311-0428	INCREMENTAL_BWD	1000	VHDLTGGCodeAdapter	7.6265243E7	1.560857861E10	2	6
0311-2111	INCREMENTAL_BWD	1000	VHDLTGGCodeAdapter	7.1201192E7	1.5653195886E10	1	7
0308-0220	INCREMENTAL_BWD	1000	VHDLTGGCodeAdapter	1.1846296E8	1.6994544663E10	8	8
0308-0220	INCREMENTAL_BWD	1000	CompanyToIT	8828093.0	2.509447735E9	1	1
0311-2111	INCREMENTAL_BWD	1000	CompanyToIT	9584151.0	2.621326832E9	3	2
0309-1931	INCREMENTAL_BWD	1000	CompanyToIT	1.1011596E7	2.625406039E9	6	3
0306-0227	INCREMENTAL_BWD	1000	CompanyToIT	2.1928684E7	2.63827357E9	8	4
0310-0436	INCREMENTAL_BWD	1000	CompanyToIT	1.0575836E7	2.643327786E9	5	5
0303-0631	INCREMENTAL_BWD	1000	CompanyToIT	1.0347051E7	2.673626993E9	4	6
0311-0428	INCREMENTAL_BWD	1000	CompanyToIT	9164214.0	2.69980936E9	2	7
0311-0003	INCREMENTAL_BWD	1000	CompanyToIT	1.612568E7	2.713900782E9	7	8
0311-0428	INCREMENTAL_BWD	4000	BlockDiagramCodeAdapter	1.6614467E7	3.229674091E9	6	1
0308-0220	INCREMENTAL_BWD	4000	BlockDiagramCodeAdapter	1.1642784E7	3.234304948E9	2	2
0303-0631	INCREMENTAL_BWD	4000	BlockDiagramCodeAdapter	1.2720852E7	3.239477191E9	3	3
0306-0227	INCREMENTAL_BWD	4000	BlockDiagramCodeAdapter	1.6678612E7	3.254178419E9	7	4
0309-1931	INCREMENTAL_BWD	4000	BlockDiagramCodeAdapter	1.1030839E7	3.262861972E9	1	5
0310-0436	INCREMENTAL_BWD	4000	BlockDiagramCodeAdapter	1.3635563E7	3.283989268E9	4	6
0311-2111	INCREMENTAL_BWD	4000	BlockDiagramCodeAdapter	1.6995062E7	3.324203188E9	8	7
0311-0003	INCREMENTAL_BWD	4000	BlockDiagramCodeAdapter	1.5604393E7	3.325253459E9	5	8
0311-0428	INCREMENTAL_FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.4050340739E10	8	1
0306-0227	INCREMENTAL_FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.4329891586E10	8	2
0310-0436	INCREMENTAL_FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5019271361E10	8	3
0309-1931	INCREMENTAL_FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5037902127E10	8	4
0303-0631	INCREMENTAL_FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5083653489E10	8	5
0311-0003	INCREMENTAL_FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5601826685E10	8	6
0311-2111	INCREMENTAL_FWD	8000	VHDLTGGCodeAdapter	1.10034707E8	1.5699664392E10	1	7
0308-0220	INCREMENTAL_FWD	8000	VHDLTGGCodeAdapter	1.5E11	1.6723457137E10	8	8
0306-0227	INCREMENTAL_FWD	1000	ClassInhHier2DB	6929821.0	1.829298456E9	7	1
0311-0428	INCREMENTAL_FWD	1000	ClassInhHier2DB	5944123.0	1.846261874E9	3	2
0303-0631	INCREMENTAL_FWD	1000	ClassInhHier2DB	5277868.0	1.847246716E9	1	3
0311-0003	INCREMENTAL_FWD	1000	ClassInhHier2DB	6300343.0	1.858676967E9	5	4
0308-0220	INCREMENTAL_FWD	1000	ClassInhHier2DB	6664261.0	1.879759361E9	6	5
0310-0436	INCREMENTAL_FWD	1000	ClassInhHier2DB	6102776.0	1.881698686E9	4	6
0309-1931	INCREMENTAL_FWD	1000	ClassInhHier2DB	7071369.0	1.914137349E9	8	7
0311-2111	INCREMENTAL_FWD	1000	ClassInhHier2DB	5720043.0	1.914863045E9	2	8
0311-2111	BWD	2000	ClassInhHier2DB	1.796210215E9	1.825977445E9	2	1
0311-0003	BWD	2000	ClassInhHier2DB	1.820713689E9	1.834259875E9	3	2
0308-0220	BWD	2000	ClassInhHier2DB	1.691296007E9	1.848222579E9	1	3
0309-1931	BWD	2000	ClassInhHier2DB	1.884478738E9	1.86025109E9	7	4
0310-0436	BWD	2000	ClassInhHier2DB	1.830590342E9	1.862677062E9	4	5
0311-0428	BWD	2000	ClassInhHier2DB	1.836225285E9	1.869304118E9	5	6
0306-0227	BWD	2000	ClassInhHier2DB	1.867978451E9	1.892608076E9	6	7
0303-0631	BWD	2000	ClassInhHier2DB	1.903203156E9	1.906611832E9	8	8
0311-2111	INCREMENTAL_BWD	1000	FamiliesToPersons_V0	4239143.0	3.05034074E9	4	1
0311-0428	INCREMENTAL_BWD	1000	FamiliesToPersons_V0	3341538.0	3.11466984E9	1	2
0306-0227	INCREMENTAL_BWD	1000	FamiliesToPersons_V0	1.0586954E7	3.148562891E9	8	3
0310-0436	INCREMENTAL_BWD	1000	FamiliesToPersons_V0	8647203.0	3.211439316E9	6	4
0303-0631	INCREMENTAL_BWD	1000	FamiliesToPersons_V0	3426210.0	3.211517146E9	2	5
0311-0003	INCREMENTAL_BWD	1000	FamiliesToPersons_V0	8478287.0	3.222926014E9	5	6
0309-1931	INCREMENTAL_BWD	1000	FamiliesToPersons_V0	8648914.0	3.232355361E9	7	7
0308-0220	INCREMENTAL_BWD	1000	FamiliesToPersons_V0	3436901.0	3.297603877E9	3	8
0311-0003	MODELGEN	500	FeatureModelConciseToSafe	9.63245218E8	1.767909773E9	7	1
0303-0631	MODELGEN	500	FeatureModelConciseToSafe	9.2985079E8	1.836935159E9	3	2
0306-0227	MODELGEN	500	FeatureModelConciseToSafe	9.12854445E8	1.837625361E9	2	3
0309-1931	MODELGEN	500	FeatureModelConciseToSafe	9.32497421E8	1.838317274E9	4	4
0308-0220	MODELGEN	500	FeatureModelConciseToSafe	9.75053924E8	1.852167082E9	8	5
0311-0428	MODELGEN	500	FeatureModelConciseToSafe	8.82533428E8	1.857291857E9	1	6
0311-2111	MODELGEN	500	FeatureModelConciseToSafe	9.36469293E8	1.868417632E9	5	7
0310-0436	MODELGEN	500	FeatureModelConciseToSafe	9.57658169E8	1.880470518E9	6	8
0311-2111	INCREMENTAL_BWD	1000	FamiliesToPersons_V1	6054454.0	1.81803926E9	8	1
0311-0003	INCREMENTAL_BWD	1000	FamiliesToPersons_V1	5294974.0	1.87253661E9	6	2
0303-0631	INCREMENTAL_BWD	1000	FamiliesToPersons_V1	5037111.0	1.873234938E9	4	3
0308-0220	INCREMENTAL_BWD	1000	FamiliesToPersons_V1	5870142.0	1.888164096E9	7	4
0311-0428	INCREMENTAL_BWD	1000	FamiliesToPersons_V1	4109143.0	1.891148986E9	2	5
0309-1931	INCREMENTAL_BWD	1000	FamiliesToPersons_V1	4382829.0	1.909066456E9	3	6
0306-0227	INCREMENTAL_BWD	1000	FamiliesToPersons_V1	5239809.0	1.916683059E9	5	7
0310-0436	INCREMENTAL_BWD	1000	FamiliesToPersons_V1	4017202.0	1.920413318E9	1	8
0308-0220	INCREMENTAL_FWD	4000	CompanyToIT	1.5266134E7	2.498250973E9	3	1
0311-2111	INCREMENTAL_FWD	4000	CompanyToIT	1.8649153E7	2.58800895E9	5	2
0309-1931	INCREMENTAL_FWD	4000	CompanyToIT	2.0098835E7	2.629376628E9	7	3
0306-0227	INCREMENTAL_FWD	4000	CompanyToIT	1.4692675E7	2.69110015E9	2	4
0311-0003	INCREMENTAL_FWD	4000	CompanyToIT	2.3143594E7	2.694653795E9	8	5
0311-0428	INCREMENTAL_FWD	4000	CompanyToIT	1.1799727E7	2.694683303E9	1	6
0310-0436	INCREMENTAL_FWD	4000	CompanyToIT	1.5925975E7	2.717609658E9	4	7
0303-0631	INCREMENTAL_FWD	4000	CompanyToIT	1.9362447E7	2.784492594E9	6	8
0310-0436	FWD	4000	ProcessCodeAdapter	1.2774208405E10	3.552533223E9	8	1
0309-1931	FWD	4000	ProcessCodeAdapter	1.2245225457E10	3.559192352E9	6	2
0311-0428	FWD	4000	ProcessCodeAdapter	1.2330471887E10	3.578810525E9	7	3
0308-0220	FWD	4000	ProcessCodeAdapter	1.0470202836E10	3.609868785E9	3	4
0311-0003	FWD	4000	ProcessCodeAdapter	1.1061145787E10	3.629687091E9	5	5
0306-0227	FWD	4000	ProcessCodeAdapter	1.0538574368E10	3.774062582E9	4	6
0311-2111	FWD	4000	ProcessCodeAdapter	9.955327132E9	3.813209126E9	1	7
0303-0631	FWD	4000	ProcessCodeAdapter	1.0000221942E10	3.84350534E9	2	8
0310-0436	BWD	4000	FamiliesToPersons_V1	5.9715159739E10	1.89191317E9	8	1
0311-2111	BWD	4000	FamiliesToPersons_V1	1.249611451E10	1.909244352E9	5	2
0311-0003	BWD	4000	FamiliesToPersons_V1	6.239304853E9	1.925600527E9	1	3
0309-1931	BWD	4000	FamiliesToPersons_V1	1.3341137526E10	1.926533627E9	6	4
0308-0220	BWD	4000	FamiliesToPersons_V1	1.7477981513E10	1.932279328E9	7	5
0311-0428	BWD	4000	FamiliesToPersons_V1	6.408920633E9	1.947154604E9	3	6
0306-0227	BWD	4000	FamiliesToPersons_V1	1.1484425969E10	1.963410712E9	4	7
0303-0631	BWD	4000	FamiliesToPersons_V1	6.292225086E9	1.985287226E9	2	8
0311-0428	INCREMENTAL_BWD	1000	ClassInhHier2DB	8250358.0	1.783355513E9	3	1
0308-0220	INCREMENTAL_BWD	1000	ClassInhHier2DB	1.0686166E7	1.78427835E9	6	2
0309-1931	INCREMENTAL_BWD	1000	ClassInhHier2DB	9741092.0	1.802282202E9	5	3
0310-0436	INCREMENTAL_BWD	1000	ClassInhHier2DB	7581109.0	1.811779543E9	2	4
0311-0003	INCREMENTAL_BWD	1000	ClassInhHier2DB	7201370.0	1.813191165E9	1	5
0306-0227	INCREMENTAL_BWD	1000	ClassInhHier2DB	5.57918E7	1.814317555E9	8	6
0303-0631	INCREMENTAL_BWD	1000	ClassInhHier2DB	9438755.0	1.814404365E9	4	7
0311-2111	INCREMENTAL_BWD	1000	ClassInhHier2DB	1.1836503E7	1.887133068E9	7	8
0310-0436	INCREMENTAL_FWD	2000	ClassInhHier2DB	5288987.0	1.881068351E9	1	1
0309-1931	INCREMENTAL_FWD	2000	ClassInhHier2DB	5852182.0	1.891535996E9	4	2
0308-0220	INCREMENTAL_FWD	2000	ClassInhHier2DB	6440180.0	1.896146754E9	7	3
0311-2111	INCREMENTAL_FWD	2000	ClassInhHier2DB	6981138.0	1.903334011E9	8	4
0311-0003	INCREMENTAL_FWD	2000	ClassInhHier2DB	5736720.0	1.907132264E9	3	5
0311-0428	INCREMENTAL_FWD	2000	ClassInhHier2DB	6138269.0	1.914329785E9	5	6
0303-0631	INCREMENTAL_FWD	2000	ClassInhHier2DB	6150244.0	1.915764928E9	6	7
0306-0227	INCREMENTAL_FWD	2000	ClassInhHier2DB	5459186.0	1.925279374E9	2	8
0311-0003	BWD	4000	FamiliesToPersons_V0	2.156550253E9	3.108997264E9	5	1
0308-0220	BWD	4000	FamiliesToPersons_V0	9.94332129E8	3.159216556E9	2	2
0311-0428	BWD	4000	FamiliesToPersons_V0	2.038917759E9	3.18711887E9	4	3
0311-2111	BWD	4000	FamiliesToPersons_V0	2.034139796E9	3.21125244E9	3	4
0310-0436	BWD	4000	FamiliesToPersons_V0	3.871310923E10	3.256461561E9	8	5
0303-0631	BWD	4000	FamiliesToPersons_V0	2.221317252E9	3.263673622E9	6	6
0306-0227	BWD	4000	FamiliesToPersons_V0	3.5772468359E10	3.276370954E9	7	7
0309-1931	BWD	4000	FamiliesToPersons_V0	9.76875649E8	3.27930795E9	1	8
0308-0220	INCREMENTAL_BWD	2000	BlockDiagramCodeAdapter	1.5151956E7	3.176912083E9	3	1
0306-0227	INCREMENTAL_BWD	2000	BlockDiagramCodeAdapter	1.7149011E7	3.230115838E9	5	2
0311-0428	INCREMENTAL_BWD	2000	BlockDiagramCodeAdapter	3.7170016E7	3.244837165E9	8	3
0310-0436	INCREMENTAL_BWD	2000	BlockDiagramCodeAdapter	1.7207168E7	3.250441319E9	6	4
0311-2111	INCREMENTAL_BWD	2000	BlockDiagramCodeAdapter	1.2026373E7	3.261020576E9	2	5
0309-1931	INCREMENTAL_BWD	2000	BlockDiagramCodeAdapter	2.0639366E7	3.262185881E9	7	6
0303-0631	INCREMENTAL_BWD	2000	BlockDiagramCodeAdapter	1.1321204E7	3.274789133E9	1	7
0311-0003	INCREMENTAL_BWD	2000	BlockDiagramCodeAdapter	1.529949E7	3.308898567E9	4	8
0303-0631	INCREMENTAL_BWD	4000	VHDLTGGCodeAdapter	1.03266959E8	1.4098674161E10	1	1
0311-2111	INCREMENTAL_BWD	4000	VHDLTGGCodeAdapter	1.36853822E8	1.4540837412E10	3	2
0306-0227	INCREMENTAL_BWD	4000	VHDLTGGCodeAdapter	1.72377444E8	1.4619889978E10	6	3
0309-1931	INCREMENTAL_BWD	4000	VHDLTGGCodeAdapter	1.79084041E8	1.4664159587E10	7	4
0310-0436	INCREMENTAL_BWD	4000	VHDLTGGCodeAdapter	1.61096866E8	1.4789207268E10	5	5
0311-0428	INCREMENTAL_BWD	4000	VHDLTGGCodeAdapter	1.31968522E8	1.5579284772E10	2	6
0308-0220	INCREMENTAL_BWD	4000	VHDLTGGCodeAdapter	1.52150747E8	1.5665683677E10	4	7
0311-0003	INCREMENTAL_BWD	4000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0311-0428	CC	500	BlockCodeAdapter	2.789607106E9	2.804336131E9	8	1
0311-2111	CC	500	BlockCodeAdapter	2.323724665E9	2.828713879E9	3	2
0303-0631	CC	500	BlockCodeAdapter	2.345296274E9	2.891988005E9	4	3
0310-0436	CC	500	BlockCodeAdapter	2.125994465E9	2.930051778E9	1	4
0308-0220	CC	500	BlockCodeAdapter	2.727893848E9	2.960233386E9	7	5
0306-0227	CC	500	BlockCodeAdapter	2.441817294E9	3.02768251E9	5	6
0309-1931	CC	500	BlockCodeAdapter	2.454338441E9	3.414015046E9	6	7
0311-0003	CC	500	BlockCodeAdapter	2.22000484E9	3.770555549E9	2	8
0311-0428	BWD	1000	ClassInhHier2DB	1.298610529E9	1.783355513E9	3	1
0308-0220	BWD	1000	ClassInhHier2DB	1.318793608E9	1.78427835E9	5	2
0309-1931	BWD	1000	ClassInhHier2DB	1.299688597E9	1.802282202E9	4	3
0310-0436	BWD	1000	ClassInhHier2DB	1.245071082E9	1.811779543E9	1	4
0311-0003	BWD	1000	ClassInhHier2DB	1.343900902E9	1.813191165E9	6	5
0306-0227	BWD	1000	ClassInhHier2DB	1.381170556E9	1.814317555E9	7	6
0303-0631	BWD	1000	ClassInhHier2DB	1.408708098E9	1.814404365E9	8	7
0311-2111	BWD	1000	ClassInhHier2DB	1.272816882E9	1.887133068E9	2	8
0311-2111	INCREMENTAL_BWD	4000	CompanyToIT	1.102357E7	2.531550895E9	2	1
0309-1931	INCREMENTAL_BWD	4000	CompanyToIT	1.1737719E7	2.534946742E9	4	2
0311-0003	INCREMENTAL_BWD	4000	CompanyToIT	1.4093987E7	2.58761467E9	7	3
0308-0220	INCREMENTAL_BWD	4000	CompanyToIT	1.4379219E7	2.597404086E9	8	4
0311-0428	INCREMENTAL_BWD	4000	CompanyToIT	1.0639981E7	2.625477027E9	1	5
0310-0436	INCREMENTAL_BWD	4000	CompanyToIT	1.2053314E7	2.637721921E9	5	6
0303-0631	INCREMENTAL_BWD	4000	CompanyToIT	1.1649627E7	2.697620726E9	3	7
0306-0227	INCREMENTAL_BWD	4000	CompanyToIT	1.2901314E7	2.718339631E9	6	8
0308-0220	CO	500	ProcessCodeAdapter	3.795032082E9	2.390012333E9	6	1
0309-1931	CO	500	ProcessCodeAdapter	2.516490025E9	2.454113932E9	1	2
0306-0227	CO	500	ProcessCodeAdapter	3.76534824E9	2.515566334E9	4	3
0311-0428	CO	500	ProcessCodeAdapter	4.71059431E9	2.544010462E9	8	4
0311-0003	CO	500	ProcessCodeAdapter	3.132150267E9	2.552392959E9	3	5
0310-0436	CO	500	ProcessCodeAdapter	3.104187656E9	2.556050947E9	2	6
0303-0631	CO	500	ProcessCodeAdapter	4.523370669E9	2.556596181E9	7	7
0311-2111	CO	500	ProcessCodeAdapter	3.775338644E9	2.56788018E9	5	8
0311-0428	INCREMENTAL_FWD	4000	ClassInhHier2DB	6575741.0	1.921633788E9	5	1
0303-0631	INCREMENTAL_FWD	4000	ClassInhHier2DB	5696095.0	1.930030396E9	1	2
0309-1931	INCREMENTAL_FWD	4000	ClassInhHier2DB	7399365.0	1.934181447E9	7	3
0306-0227	INCREMENTAL_FWD	4000	ClassInhHier2DB	1.1700088E7	1.936454754E9	8	4
0308-0220	INCREMENTAL_FWD	4000	ClassInhHier2DB	6050177.0	1.945328175E9	3	5
0310-0436	INCREMENTAL_FWD	4000	ClassInhHier2DB	5798728.0	1.972144297E9	2	6
0311-0003	INCREMENTAL_FWD	4000	ClassInhHier2DB	7197094.0	1.991697471E9	6	7
0311-2111	INCREMENTAL_FWD	4000	ClassInhHier2DB	6361495.0	1.992570274E9	4	8
0309-1931	INCREMENTAL_FWD	8000	CompanyToIT	2.7198428E7	2.575963333E9	7	1
0308-0220	INCREMENTAL_FWD	8000	CompanyToIT	1.7590329E7	2.586198772E9	5	2
0311-0003	INCREMENTAL_FWD	8000	CompanyToIT	1.4684979E7	2.591237592E9	1	3
0310-0436	INCREMENTAL_FWD	8000	CompanyToIT	1.9806333E7	2.610715501E9	6	4
0311-0428	INCREMENTAL_FWD	8000	CompanyToIT	5.3274314E7	2.642308732E9	8	5
0311-2111	INCREMENTAL_FWD	8000	CompanyToIT	1.5012974E7	2.784499436E9	2	6
0303-0631	INCREMENTAL_FWD	8000	CompanyToIT	1.5876797E7	2.790039445E9	3	7
0306-0227	INCREMENTAL_FWD	8000	CompanyToIT	1.6987365E7	2.86742894E9	4	8
0311-2111	INCREMENTAL_BWD	2000	ClassInhHier2DB	7929632.0	1.825977445E9	2	1
0311-0003	INCREMENTAL_BWD	2000	ClassInhHier2DB	8067757.0	1.834259875E9	3	2
0308-0220	INCREMENTAL_BWD	2000	ClassInhHier2DB	8132330.0	1.848222579E9	4	3
0309-1931	INCREMENTAL_BWD	2000	ClassInhHier2DB	6.2771655E7	1.86025109E9	7	4
0310-0436	INCREMENTAL_BWD	2000	ClassInhHier2DB	7609333.0	1.862677062E9	1	5
0311-0428	INCREMENTAL_BWD	2000	ClassInhHier2DB	9838593.0	1.869304118E9	6	6
0306-0227	INCREMENTAL_BWD	2000	ClassInhHier2DB	8327333.0	1.892608076E9	5	7
0303-0631	INCREMENTAL_BWD	2000	ClassInhHier2DB	8.6958678E7	1.906611832E9	8	8
0308-0220	BWD	8000	FamiliesToPersons_V1	3.5697974807E10	1.898259698E9	6	1
0309-1931	BWD	8000	FamiliesToPersons_V1	1.1040918662E10	1.946820194E9	2	2
0311-2111	BWD	8000	FamiliesToPersons_V1	1.0572585874E10	1.964384864E9	1	3
0303-0631	BWD	8000	FamiliesToPersons_V1	1.167680603E10	1.980014061E9	5	4
0311-0428	BWD	8000	FamiliesToPersons_V1	1.1443857112E10	1.980284326E9	4	5
0311-0003	BWD	8000	FamiliesToPersons_V1	1.1146139057E10	1.986396937E9	3	6
0306-0227	BWD	8000	FamiliesToPersons_V1	6.2657012526E10	1.987521617E9	7	7
0310-0436	BWD	8000	FamiliesToPersons_V1	1.5E11	1.5E11	8	8
0311-0428	FWD	1000	ProcessCodeAdapter	2.518650864E9	3.512002426E9	2	1
0303-0631	FWD	1000	ProcessCodeAdapter	2.633033333E9	3.554610673E9	3	2
0309-1931	FWD	1000	ProcessCodeAdapter	2.738802383E9	3.574857897E9	5	3
0306-0227	FWD	1000	ProcessCodeAdapter	2.994469827E9	3.597926228E9	7	4
0311-2111	FWD	1000	ProcessCodeAdapter	2.686767782E9	3.605790859E9	4	5
0308-0220	FWD	1000	ProcessCodeAdapter	2.510017772E9	3.633905281E9	1	6
0310-0436	FWD	1000	ProcessCodeAdapter	2.742902545E9	3.638036233E9	6	7
0311-0003	FWD	1000	ProcessCodeAdapter	3.122177397E9	3.643407325E9	8	8
0310-0436	BWD	8000	FamiliesToPersons_V0	8.2435260798E10	3.213088703E9	6	1
0311-0428	BWD	8000	FamiliesToPersons_V0	3.327129921E9	3.251953008E9	4	2
0309-1931	BWD	8000	FamiliesToPersons_V0	9.5377590397E10	3.259901028E9	8	3
0306-0227	BWD	8000	FamiliesToPersons_V0	2.811260821E9	3.29251203E9	2	4
0311-2111	BWD	8000	FamiliesToPersons_V0	6.6864795565E10	3.293104731E9	5	5
0311-0003	BWD	8000	FamiliesToPersons_V0	3.201822664E9	3.294049377E9	3	6
0308-0220	BWD	8000	FamiliesToPersons_V0	1.482320295E9	3.307572899E9	1	7
0303-0631	BWD	8000	FamiliesToPersons_V0	8.3966706922E10	3.367624369E9	7	8
0310-0436	INCREMENTAL_BWD	8000	VHDLTGGCodeAdapter	2.9898642E8	1.4693343523E10	2	1
0311-0428	INCREMENTAL_BWD	8000	VHDLTGGCodeAdapter	2.00434135E8	1.495731264E10	1	2
0309-1931	INCREMENTAL_BWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0303-0631	INCREMENTAL_BWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0311-2111	INCREMENTAL_BWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0306-0227	INCREMENTAL_BWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0308-0220	INCREMENTAL_BWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0311-0003	INCREMENTAL_BWD	8000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0303-0631	MODELGEN	500	ClassInhHier2DB	7.81489315E8	1.534144499E9	1	1
0311-0428	MODELGEN	500	ClassInhHier2DB	8.51390069E8	1.575583165E9	5	2
0306-0227	MODELGEN	500	ClassInhHier2DB	8.82839187E8	1.593080698E9	7	3
0311-2111	MODELGEN	500	ClassInhHier2DB	7.96707554E8	1.593311193E9	2	4
0310-0436	MODELGEN	500	ClassInhHier2DB	8.71411075E8	1.598774656E9	6	5
0308-0220	MODELGEN	500	ClassInhHier2DB	8.45874436E8	1.607048961E9	4	6
0309-1931	MODELGEN	500	ClassInhHier2DB	8.39320933E8	1.640219309E9	3	7
0311-0003	MODELGEN	500	ClassInhHier2DB	1.104067064E9	1.781458098E9	8	8
0306-0227	FWD	1000	VHDLTGGCodeAdapter	8.349862558E9	1.4306734735E10	4	1
0311-2111	FWD	1000	VHDLTGGCodeAdapter	3.6867550816E10	1.4485854696E10	7	2
0303-0631	FWD	1000	VHDLTGGCodeAdapter	6.666172891E9	1.4717929957E10	1	3
0311-0428	FWD	1000	VHDLTGGCodeAdapter	4.1143614301E10	1.5330506525E10	8	4
0309-1931	FWD	1000	VHDLTGGCodeAdapter	8.20909545E9	1.5342265626E10	3	5
0311-0003	FWD	1000	VHDLTGGCodeAdapter	9.266979667E9	1.5385199304E10	5	6
0310-0436	FWD	1000	VHDLTGGCodeAdapter	3.0396504256E10	1.5434523982E10	6	7
0308-0220	FWD	1000	VHDLTGGCodeAdapter	7.299588957E9	1.6236854079E10	2	8
0311-0428	INCREMENTAL_BWD	1000	BlockDiagramCodeAdapter	1.5919133E7	3.131464342E9	7	1
0309-1931	INCREMENTAL_BWD	1000	BlockDiagramCodeAdapter	1.1860024E7	3.174331735E9	1	2
0311-2111	INCREMENTAL_BWD	1000	BlockDiagramCodeAdapter	1.2476673E7	3.200530352E9	2	3
0311-0003	INCREMENTAL_BWD	1000	BlockDiagramCodeAdapter	1.4827808E7	3.225448204E9	6	4
0310-0436	INCREMENTAL_BWD	1000	BlockDiagramCodeAdapter	1.3891716E7	3.233432573E9	5	5
0306-0227	INCREMENTAL_BWD	1000	BlockDiagramCodeAdapter	1.3481614E7	3.292944796E9	4	6
0303-0631	INCREMENTAL_BWD	1000	BlockDiagramCodeAdapter	1.9444126E7	3.354403612E9	8	7
0308-0220	INCREMENTAL_BWD	1000	BlockDiagramCodeAdapter	1.3358455E7	4.046657093E9	3	8
0308-0220	CO	8000	ClassInhHier2DB	3.1932669758E10	2.250385299E9	8	1
0310-0436	CO	8000	ClassInhHier2DB	2.1483291026E10	2.259943792E9	1	2
0309-1931	CO	8000	ClassInhHier2DB	2.2536161225E10	2.267544572E9	3	3
0311-2111	CO	8000	ClassInhHier2DB	2.9880599236E10	2.335058697E9	7	4
0306-0227	CO	8000	ClassInhHier2DB	2.508281447E10	2.343585735E9	6	5
0311-0428	CO	8000	ClassInhHier2DB	2.3960625955E10	2.365453267E9	5	6
0311-0003	CO	8000	ClassInhHier2DB	2.2404614778E10	2.365846263E9	2	7
0303-0631	CO	8000	ClassInhHier2DB	2.3815072758E10	2.413062275E9	4	8
0308-0220	CC	8000	ProcessCodeAdapter	4.0149218455E10	2.633805214E9	5	1
0311-0003	CC	8000	ProcessCodeAdapter	3.378051944E10	2.679888422E9	3	2
0310-0436	CC	8000	ProcessCodeAdapter	2.9231514631E10	2.690091788E9	1	3
0311-0428	CC	8000	ProcessCodeAdapter	5.4567286196E10	2.695375216E9	6	4
0309-1931	CC	8000	ProcessCodeAdapter	1.22018105629E11	2.70945894E9	8	5
0306-0227	CC	8000	ProcessCodeAdapter	3.8434340954E10	2.716192477E9	4	6
0303-0631	CC	8000	ProcessCodeAdapter	3.1551363214E10	2.771988126E9	2	7
0311-2111	CC	8000	ProcessCodeAdapter	5.9640036281E10	2.80617881E9	7	8
0311-0428	BWD_OPT	8000	BlockCodeAdapter	1.5470501325E10	2.345294136E9	6	1
0303-0631	BWD_OPT	8000	BlockCodeAdapter	1.355971877E10	2.345741014E9	5	2
0311-0003	BWD_OPT	8000	BlockCodeAdapter	8.147120051E9	2.382804977E9	1	3
